Node,x,y,z
45,52.84243226726421,-27.246384192299857,40.92778569973518
46,57.99869024230517,-29.28133595284872,19.53464309102816
47,54.21829063418732,-45.24391012179757,36.93973120537589
48,47.83160828025478,-61.58293524416136,34.70514861995754
49,41.38885235120026,-75.33853995396251,27.97878987175271
50,48.94759535655058,-58.12421227197346,14.3558872305141
51,27.176548526001987,11.56376283537594,-39.15534945346141
52,39.9894968246214,18.906936980947734,-34.191255495847585
53,52.83951870107278,10.89939112786314,-21.83024064946361
54,50.002625656414104,-33.82445611402851,-0.6586646661665441
55,61.27899008115419,-22.871415689810647,-22.381244364292158
56,54.49947534102833,-7.720881427072399,-31.525183630640086
57,46.84527995672167,3.983770624830953,-39.77116581011631
58,40.310711124225435,-11.266745352611395,-35.80554735910298
59,43.35540838852097,-26.48092084515926,-24.62882371491643
60,31.46387468030691,0.6700767263427139,-44.44277493606138
61,59.18061358481557,-3.359436552465084,2.7384505192789845
62,39.86032835089439,-25.556971330556237,14.37858368047047
63,61.849155145929345,-23.771735791090634,-2.8133640552995445
64,56.48528188923998,-8.543322800598702,-14.274072842175286
65,59.25045992115638,-43.76780551905388,8.458869908015771
66,46.474137931034484,-59.85402298850575,-14.759482758620692
67,36.44637362637363,-69.08065934065934,-17.457362637362635
68,25.232664414861915,-44.557719054242,-12.220345718259487
69,55.21949030868629,-56.298994974874375,-4.782663316582912
70,60.78525275560624,-43.271253008995316,-17.63816039528696
71,41.6459160225611,-45.72947566325465,-22.640484645916025
72,20.97073643410853,-63.689341085271316,-9.003682170542639
73,30.104444887382897,-82.90073749252542,20.51445086705202
74,45.082106541205036,-74.2894217635453,2.5758081651236893
75,18.90692395005675,-81.83356980703746,41.524829738933036
76,17.937359460327656,-83.43270157404433,-11.280115644073241
77,7.712667591308374,-74.96532593619972,25.025196486361537
78,23.697552130553035,-96.00797824116047,6.452583862194018
79,6.993847874720359,-75.69043624161074,-2.835570469798654
80,7.826851538721684,-88.58708150152182,11.85813324315184
81,31.168052256532064,-91.76642913697546,-10.824821852731588
82,14.643431134367404,-68.32685479349655,8.281068959073068
83,7.835995740149102,34.68264110756124,17.09009584664537
84,5.2544437129690635,-0.9973666886109243,35.563528637261356
85,5.124375000000001,-38.935312499999995,27.0175
86,12.342851315521116,-57.19906179889864,18.107893126657146
87,28.373621323529413,-53.81020220588235,7.095588235294116
88,7.0085592011412245,-18.83832620066572,29.77983832620066
89,7.83007646559048,-23.07023506088926,44.928632115548
90,6.1672449687716835,-57.362074947952806,38.150242886884115
91,8.26240327719617,-39.94424214838416,48.1128812016386
92,31.155988857938716,3.708913649025078,-21.637604456824512
93,28.81890660592255,-36.917615793470006,-0.02619589977220471
94,35.59340659340659,-14.713406593406589,-18.449230769230766
95,28.02770390070922,-28.376773049645394,-13.655806737588655
96,29.305032523108522,-19.59157822663471,-26.313248887367337
97,24.58655126498003,-2.5992010652463335,-30.7193741677763
98,14.602699530516432,-46.08372456964007,2.8356807511737117
99,19.286173633440512,-7.650120578778129,-14.830586816720256
100,32.21865781710915,-78.4511430678466,-40.430494100294986
101,6.143374642516676,-50.73727359389895,-12.284461391801713
102,39.08984375,-74.91236979166666,-29.697916666666664
103,13.687088462639565,-40.06040652734039,-25.393358144861153
104,23.531432274789367,-35.93259883344135,-42.956578094620866
105,6.916457511652922,-67.94872714234492,-37.770168519182505
106,7.145282561241814,-68.96555905893766,-20.887945670628184
107,45.96202779408886,-46.47504403992954,-42.44920728126835
108,16.179589334967815,-47.19644498927367,-52.30922463990193
109,23.385570391192317,-59.266572967908175,-52.0646521433591
110,21.065364206464068,-54.82344428364689,-23.755185721177035
111,11.723127035830615,-84.12848353239232,-34.648208469055376
112,19.648554439204432,-73.5314742669674,-50.02132458478573
113,36.69762711864407,-57.103050847457624,-32.768135593220336
114,22.99892496237368,-71.8449795742851,-29.06944743066007
115,7.63431433938635,-56.71728240450845,-50.779899812147775
116,41.9028167133894,-63.977439594179685,-49.167667868108396
117,7.0510240747394874,-53.73913043478261,-34.353215954006465
118,33.76585109181794,-47.22967640094711,-53.93107077084977
119,30.35716135716136,-36.43848743848744,-31.069930069930066
120,21.219751471550026,-36.39372138652715,22.63309352517986
121,12.704952581664912,12.926238145416221,11.485247629083247
122,13.746245668078558,-4.2133230650750875,20.919137466307276
123,12.561544650040219,20.18825422365245,-0.6988468758380293
124,26.63459196102314,6.342021924482339,0.12302070645554863
125,14.0267453294002,8.29459193706981,-9.504228121927234
126,10.457595276435853,-26.75254965110038,-2.172571121846488
127,12.255865567533291,-27.73620798985415,13.503170577045026
128,5.461887477313979,-9.674001814882033,5.243421052631575
129,4.748817204301076,-37.16172043010752,-53.012903225806454
130,9.674973674973671,-18.713583713583716,-30.65601965601966
131,5.955845771144283,-22.232587064676622,-42.26181592039801
132,6.308209959623156,-24.922745625841188,-17.474293405114402
133,7.469754977029098,-34.18491577335375,-37.32274119448698
134,-5.420382165605091,29.141133087495803,-10.123030506201808
135,-18.220315236427325,19.047985989492133,-20.979684763572678
136,-5.8158295281582895,18.184170471841696,-21.59056316590563
137,-8.154793315743177,39.689753737906784,-21.44305189094107
138,-6.934933670246366,48.31311855127396,-5.706043377553172
139,-18.21466740372213,56.99447208402432,-14.269209508015479
140,-5.960358744394625,48.086995515695065,11.724125560538113
141,-11.704255319148942,65.09024822695037,4.179432624113474
142,-29.208638360175698,54.26744753538313,2.5051244509516835
143,-42.71799423119592,47.25316174839139,-6.9258930552474
144,-28.810918351106153,50.11634569473182,21.677542575202935
145,-10.147857142857148,55.6875,30.24428571428571
146,-27.32529043789097,34.06689646367931,36.385803651219206
147,-46.12423856070265,28.15483779572176,26.786796996741742
148,-11.1672362993518,34.26482027106658,51.47967000589276
149,-39.35014925373133,17.195820895522388,46.7
150,-5.030733944954122,17.666743119266044,46.05091743119266
151,-46.22940711462451,28.191304347826076,-7.120316205533598
152,-28.353550669699274,36.02602982057115,-15.637604245640638
153,-32.04635591037858,20.461756373937675,-15.968323461241312
154,-42.96609891909597,42.04061578774974,11.037012774320345
155,-32.45128432240921,22.12289636846768,5.837466784765283
156,-53.06990789672355,18.355428053752064,10.551109768986862
157,-46.23045387994142,7.927086383601761,28.582869692532938
158,-41.585074021496666,-14.684242547150674,44.788278239707964
159,-58.08871442590774,-5.560157016683021,27.190971540726196
160,-16.201261467889907,-19.227064220183493,69.5309633027523
161,-6.466774716369528,-4.306089372539944,47.60268580689974
162,-9.056343849015022,0.37842678054828127,66.52748312439729
163,-56.981341689218056,-3.426007691212078,6.8159806295399505
164,-23.215042372881356,10.660619703389841,53.61175847457628
165,-45.79627924111256,-0.42936083993369323,49.28366181617241
166,-27.57533851915875,-9.076634975511382,55.86257562662057
167,-35.88285349595802,-23.302793929939014,65.59693660473692
168,-39.08998054474708,1.7076848249027279,9.536235408560316
169,-38.71450617283949,8.059413580246911,-4.7662037037037095
170,-37.74798694232862,-12.857236126224151,-1.4267682263329675
171,-50.64419857330034,-23.787014121415055,41.37065074974524
172,-23.50381903642773,-31.62279670975323,63.61104582843714
173,-41.22896111433545,-15.569645966337788,14.454439930354027
174,-7.352334748332325,-34.12446937537902,67.45694360218315
175,-25.384343853820596,-54.746470099667775,64.04682308970101
176,-9.484837983018537,-71.01143649280887,31.855657598336506
177,-28.414127066115697,-62.349948347107436,40.42032541322314
178,-9.833762886597938,-66.33505154639175,55.13741799437676
179,-35.716861598440545,-39.34470435347629,47.747725795971405
180,-42.20716582452917,-31.227147450620123,15.889986219568215
181,-59.50995246583483,-25.8920083184789,21.901812240047533
182,-42.046489817792065,-65.6228563772776,41.72521436227224
183,-51.37743293003683,-56.29379274066281,20.472514466070493
184,-53.42058736862785,-43.52843532069541,38.76996365779392
185,-38.011562849682946,6.066020141738164,-37.86385676986199
186,-34.646589446589445,18.630373230373237,-32.23294723294723
187,-49.49241087186729,11.111895517119649,-30.55771267207907
188,-49.729378902398935,6.389089714097935,-15.150345054222804
189,-22.917076864823926,9.000757288905731,-38.78568723968194
190,-57.62094880225459,-6.372005636449032,-22.689995302959133
191,-58.97685973878478,-29.958972174900623,3.488784781374221
192,-57.829359764264666,-47.4819180283954,5.24136083578891
193,-59.84986945169712,-27.423302872062663,-18.14278720626632
194,-49.31185992732077,-4.703006276841762,-37.36802114304592
195,-37.83502538071066,-13.232656514382398,-29.261844331641285
196,-51.7565325591041,-18.150145167980085,-28.78929904603899
197,-57.048968227972495,-14.515558467081561,-6.870619063216509
198,-26.68512820512821,-42.724102564102566,-16.13974358974359
199,-60.34550561797752,-50.0369850187266,-14.015332397003746
200,-42.56853672643146,-52.11017929438982,-17.363215731636785
201,-46.6688995215311,-39.96626794258373,-24.30263157894737
202,-29.964438122332865,-5.774182076813659,-40.93136557610242
203,-41.24650837988827,-75.4377094972067,22.75600558659218
204,-31.62728995578017,-87.15855969677827,12.501579279848386
205,-17.044584690553748,-50.714372964169385,0.784201954397389
206,-43.24039889666878,-70.37131338849989,-13.828559304052618
207,-25.89503218352864,-63.135665951477144,-12.25020630467074
208,-16.78664154103852,-84.91750418760469,33.04198073701842
209,-48.337815942968234,-67.39290343486715,1.1377187297472489
210,-36.02160780669145,-84.14986059479554,-3.9075278810408918
211,-8.88095238095238,-70.65328798185942,-1.6671201814058918
212,-10.827004817228683,-98.14040804760555,7.633465570983276
213,-14.721709444936153,-83.97091920596787,-13.062334049816663
214,-22.273651890232202,-96.64056802916906,-10.059297639608523
215,-5.988818166179257,-81.20677791157749,12.166179253397559
216,-22.112968455109197,-66.69533566999192,7.448099218118088
217,-23.590214067278282,-41.29488859764089,19.917868064657057
218,-7.752997601918466,-22.370023980815347,46.04748201438849
219,-5.971482563133478,34.11166466242915,26.282941075416602
220,-3.833575581395351,-5.04723837209302,32.59956395348837
221,-5.102440332528829,13.154733172432287,28.737999463663186
222,-8.59751992914083,-58.787422497785656,17.60956598759965
223,-5.0,-36.04133379645711,31.977422716220914
224,-7.365150832958122,-18.22737505628095,30.015758667266994
225,-6.5010719158058805,-53.93529526408108,37.44377314363672
226,-8.791831631589915,-42.55136486768076,50.113356949364444
227,-7.467770549970439,-42.12182140745121,13.319337670017745
228,-26.79001928640308,2.41996142719384,-18.70708775313404
229,-21.48930710008554,-36.8721129170231,5.746792130025668
230,-32.087854251012146,-40.193117408906886,-3.9910931174089086
231,-22.702642276422765,-12.7579268292683,-17.428252032520327
232,-35.68126710989441,-24.809151349237382,-14.935471255377394
233,-20.71392965937413,-30.769869842148992,-11.124065355857105
234,-30.539407313997472,-23.917402269861284,-26.6078184110971
235,-21.38311490399269,-4.055166107893939,-29.36787564766839
236,-6.518589132507145,-66.19955513187162,-37.74928503336511
237,-8.695009242144181,-50.55711645101664,-39.55970425138632
238,-36.950984780662495,-52.941808415398384,-31.113921217547002
239,-8.721508828250407,-55.18178170144462,-52.14446227929374
240,-21.236009116231955,-70.02076475056977,-48.8822486705495
241,-40.31575109382595,-74.20114244044726,-29.14620807000486
242,-30.16773706082357,-80.2072157159048,-40.34605213449188
243,-19.31092767295597,-46.43907232704403,-53.20086477987421
244,-6.501146788990823,-50.18195718654434,-11.368883792048926
245,-27.816437480012794,-35.97729453149984,-30.883914294851294
246,-42.57398109864147,-63.71396928529238,-46.29415239220319
247,-10.289135716765017,-81.71017007983339,-32.293995140576186
248,-8.000657462195917,-68.39886039886039,-19.852728468113085
249,-34.639044229791565,-50.33401118454499,-53.97585155058465
250,-22.715642811906264,-57.94078530715643,-48.79005699810006
251,-10.295258620689651,-37.71848060344827,-25.06896551724138
252,-46.41190685413005,-46.770869947275926,-42.86379613356766
253,-26.30784237222005,-69.51950838860711,-30.60183378852907
254,-21.24710080285459,-53.410942610764195,-23.556943205471306
255,-6.616078753076295,-54.66858080393766,-26.315012305168167
256,-24.302458547741566,-37.7913093196112,-44.281303602058316
257,-10.847164591977872,23.863070539419084,9.644536652835413
258,-12.524364082133005,11.62090101133927,8.684033098375721
259,-10.401886522795479,10.90395883950265,-8.130627411747895
260,-14.604875998318619,-3.5098781000420303,21.087431693989075
261,-24.781702668360865,5.61804320203305,-0.07522236340533084
262,-9.591206179441471,-25.430481283422466,-1.421271538918603
263,-4.867786867123584,-10.339376520008841,5.8286535485297435
264,-11.605382619974066,-25.62062256809338,14.800907911802852
265,-4.966685022026425,-21.507984581497794,-15.830121145374449
266,-4.50450450450451,-37.97597597597597,-53.13175675675676
267,-7.212294496068623,-33.03609721229449,-39.411365260900645
268,-6.117671176711767,-18.934399343993434,-36.773267732677326
