Node,x,y,z
1,13.858811681772409,56.84874118831823,-16.641893252769385
2,9.57380457380458,17.752598752598743,-19.4974754974755
3,5.0830979284369135,34.89500941619585,-17.3545197740113
4,15.631865828092245,34.111111111111114,-22.588259958071276
5,8.178682411435673,45.9319453076445,-1.724052206339337
6,14.555535809489953,64.73253954149635,3.642082814999114
7,30.506975789905624,54.91588018054986,-3.5235945835043054
8,44.562621548035786,46.188837028393635,-4.901594710229489
9,28.88258558892597,51.14114448152267,18.67581263131875
10,8.355676248509738,53.27407603656113,23.907537422175125
11,37.623728282986384,35.38566285803725,31.089528877758653
12,14.332555425904317,36.856709451575256,48.93092182030338
13,23.918532110091746,30.668256880733935,36.40954128440367
14,40.67828418230563,14.505026809651469,48.21079088471849
15,6.685996055226823,21.416765285996064,31.45897435897436
16,53.57716171617162,24.812673267326744,0.8856765676567591
17,33.39709485474274,37.27668883444173,-16.42877143857193
18,26.632063882063882,19.62315724815724,-21.332616707616708
19,48.28988020176545,35.678278688524586,15.14895964691047
20,36.98344017094017,20.81410256410257,5.888087606837601
21,55.35355648535565,9.620362622036254,22.219665271966534
22,39.97698924731183,17.613548387096785,29.193118279569887
23,57.78225806451613,-8.337096774193554,27.322983870967747
24,5.9990789776652065,-22.279990789776647,65.56527745797837
25,6.969647696476969,-8.068021680216802,52.92439024390244
26,26.323204888813443,-12.90680699371923,66.20454931251061
27,49.210648637227976,-4.48869638706951,48.11916332136066
28,6.1269521410579415,14.002267002518892,48.70352644836272
29,13.729585556011486,6.274107509232664,65.35412392285596
30,25.224634655532356,12.408141962421723,49.39039665970772
31,39.74017341040462,3.436416184971108,33.98554913294798
32,32.04644057439658,-5.358692331194618,52.05316223648029
33,41.965720022948936,-23.38166953528399,53.405765920826155
34,41.78790436005626,4.9744022503516305,-7.6196905766526015
35,41.39211450175533,3.512827437213076,7.150958682149607
36,37.49828850855746,21.09242053789731,-10.133496332518341
37,38.344133099824866,-12.449868651488615,-1.0915061295971924
38,32.42498456472525,-39.18872195925087,49.58324758180696
39,20.011066247943774,-33.240317033049195,69.77374009271722
40,43.338081160978234,-10.809459822628327,13.9067454985219
41,25.169444869246064,-52.42070653005047,68.12968343783453
42,14.821823204419886,-68.41413443830571,34.87684162062615
43,31.6173771335449,-60.79166309288961,49.207479200617556
44,7.482452899889182,-57.284570865656946,61.79214382465213
